都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
282197,2871201352,兵庫県,三田市,サンヒルズ八景1番館,サンヒルズハッケイイチバンカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,兵庫県三田市横山町17番地13号,,34.874994400000000,135.223106400000000,079－553－3537,079－553－3566,8140005015419,社会福祉法人三翠会,2871201352,,,0,http://sun-hills.org,,,,
282235,2871301830,兵庫県,丹波市,丹波ふく健康支援センター,タンバフクケンコウシエンセンター,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,兵庫県丹波市氷上町成松１４９－１,,35.173884945918175,135.035223299366750,0795719012,0795719015,7120101034944,機能訓練株式会社,2871301830,,,37,http://news10.biz/,,,,
282286,2872500679,兵庫県,加東市,サービス付き高齢者向け住宅　緑陽館,サービスツキ　コウレイシャムケジュウタク　リョクヨウカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,兵庫県加東市北野５５番地２緑陽館,緑陽館,34.934424000000000,134.954830500000070,0795-45-9070,0795-45-9071,2140001037018,株式会社リブネット,2872500679,,,100,takinoyashiro.jp,,,,
292010,2970106817,奈良県,奈良市,うぇるらいふのぞみ,ウェルライフ希,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県奈良市大和田町1166,,34.666388100000000,135.754745900000000,0742-53-0251,0742-53-0253,4150001002927,ウェルコンサル株式会社,2970106817,,,0,https://wellgroup-service.jp/,,,,
292028,2970201527,奈良県,大和高田市,介護付き有料老人ホーム　寿福の郷　大和高田,カイゴツキユウリョウロウジンホーム　ジュフクノサト　ヤマトタカダ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県大和高田市南今里町1-30寿福の郷　大和高田,寿福の郷　大和高田,34.505769565368510,135.749534312828070,0745-51-0900,0745-43-9111,7120001166846,株式会社　ケントメディカルケア,2970201527,,,50,www/kent-medical.com,,,,
292028,2970201725,奈良県,大和高田市,介護付き有料老人ホーム「チェリー・ワン大和高田」,カイゴツキユウリョウロウジンホーム「チェリー・ワンヤマトタカダ」,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県大和高田市神楽2丁目13-25チェリー・ワン大和高田,チェリー・ワン大和高田,34.524046700000000,135.742657200000000,0745-24-7608,0745-24-7609,6120001109351,株式会社日本介護医療センター,2970201725,,,48,http://www.nihon-kaigo.com/,,,,
292109,2971001306,奈良県,香芝市,介護付有料老人ホーム　倖寿の丘,カイゴツキユウリョウロウジンホーム　コウジュノオカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県香芝市藤山２丁目１２２０－１,,34.545539000000000,135.699486999999980,０７４５‐７１‐５４１６,０７４５‐７１‐５４１７,9150001014892,株式会社オクヤマ・タイアップCP,2971001306,,,,,,,,
293431,2971500596,奈良県,三郷町,チャーム奈良三郷,チャームナラサンゴウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県生駒郡三郷町勢野東6-8-6,,34.602379042438450,135.707752784655800,0745-34-0036,0745-34-0037,5120001109492,株式会社チャーム・ケア・コーポレーション,2971500596,,,,http://www.charmcc.jp/,,,,
293636,2972000927,奈良県,田原本町,介護付有料老人ホーム　ベルライフ田原本,カイゴイツキユウリョウロウジンホーム　ベルライフタワラモト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県磯城郡田原本町宮森87-1ベルライフ田原本,ベルライフ田原本,34.537818345569650,135.785135427712620,0744-34-6517,0744-34-6518,3150001011458,株式会社日本ベルアージュ,2972000927,,,,http:/www.bellage.co.jp,,,,
294241,2973100445,奈良県,上牧町,介護付有料老人ホームあんしん館,カイゴツキユウリョウロウジンホーム　アンシンカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県北葛城郡上牧町中筋出作56-1,,34.556372727178584,135.706481272877450,0745-71-3090,0745-71-3355,2150001014180,株式会社三恵健康倶楽部,2973100445,,,34,,,,,
294241,2973100650,奈良県,上牧町,介護付有料老人ホームなごみ館,カイゴツキユウリョウロウジンホームナゴミカン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県北葛城郡上牧町中筋出作60-1,,34.549308100000000,135.707291299999950,0745-71-1753,0745-71-0753,2150001014180,株式会社　三恵健康倶楽部,2973100650,,,,,,,,
294250,2973200518,奈良県,王寺町,介護付有料老人ホーム　だるま苑,カイゴツキユウリョウロウジンホーム　ダルマエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,奈良県北葛城郡王寺町本町２丁目４－２３,,34.588478593572695,135.707611825794970,0745-34-0078,0745-34-0079,9150002010049,ここり株式会社,2973200518,,,0,http://www.kokori.net,,,,
294276,2973400332,奈良県,河合町,サービス付き高齢者向け住宅メディハウスみ・かさ星和台,サービスツキコウレイシャムケジュウタクメディハウスミ・カサセイワダイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,北葛城郡河合町星和台2-1-17,,34.585867900000000,135.716536899999940,0745-43-7002,0745-31-3030,5150005006295,医療法人康成会,2973400332,,,0,http://www.kouseikai-med.com,,,,
302015,3070112432,和歌山県,和歌山市,介護付き住宅おひさま,カイゴツキジュウタクオヒサマ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県和歌山市弘西579サービス付き高齢者向け住宅おひさま,サービス付き高齢者向け住宅おひさま,34.270951200000000,135.239990800000000,073-462-5533,073-462-5501,2120105007158,泉南生活協同組合,3070112432,,,,http://orangecoop.jp/,,,,
302015,3070113315,和歌山県,和歌山市,介護付き住宅おひさま東,カイゴツキジュウタクオヒサマヒガシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県和歌山市弘西576サービス付き高齢者向け住宅おひさま東,サービス付き高齢者向け住宅おひさま東,34.277172200000000,135.240759900000000,073-462-4600,073-462-4601,2120105007158,泉南生活協同組合,3070113315,,,,http://orangecoop.jp/,,,,
302015,3070114750,和歌山県,和歌山市,介護付有料老人ホーム和歌山ふじと台花水木,カイゴツキユウリョウロウジンホームワカヤマフジトダイハナミズキ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県和歌山市ふじと台33番地,,34.277887200000016,135.149265100000000,073－499－8863,073－499－8893,5120105007254,医療法人誠人会,3070114750,,,,https://hanamizuki.tv/service/nursing-home-housing-fujitodai,,,,
302015,3070113398,和歌山県,和歌山市,特定施設入居者生活介護　あい船所,トクテイシセツニュウキョシャセイカツカイゴ　アイフナドコロ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県和歌山市船所55,,34.255797800000000,135.181686700000000,073-453-8786,073-451-7087,1170002003256,有限会社プログレス,3070113398,,,74,http://www.nakae.or.jp/contents/ai/index.html,,,,
302015,3070110709,和歌山県,和歌山市,介護付き住宅　あっと宝夢Ⅱ,カイゴツキジュウタク　アットホウムセカンド,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県和歌山市今福1丁目3-26,,34.216296200000000,135.164892199999940,073-428-7777,073-428-7700,2170005001462,特定非営利活動法人　和歌山ケアマネージャーの会,3070110709,,,0,https://wcma.or.jp/,,,,
302040,3071500627,和歌山県,有田市,ひまわりコーラルハウス,ヒマワリコーラルハウス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県有田市辻堂大字池ノ尻936.937,,34.075202400000000,135.145969700000020,0737-83-5083,0737-83-5280,7170002007524,有限会社プライムタイム,3071500627,,,0,,,,,
302040,3071500676,和歌山県,有田市,健輝苑有田川,ケンキエンアリダガワ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県有田市下中島西ノ瀬２０２番地１,,34.080787093380756,135.155272999444630,0737-88-8800,0737-88-8802,8170001005940,株式会社新輝,3071500676,,,54,http://kenkien.com/,,,,
302066,3072201621,和歌山県,田辺市,中屋敷イストワール,ナカヤシキイストワール,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県田辺市中屋敷町21番地の1,,33.731713600000000,135.376995800000030,0739-33-7332,0739-33-7662,7170005003487,医療法人外科内科辻医院,3072201621,,,30,www.nakayashiki-histoire.jp,,,,
302066,3072201811,和歌山県,田辺市,特定施設サービス付き高齢者向け住宅　ポータラカ,トクテイシセツサービスツキコウレイシャムケジュウタク　ポータラカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県田辺市下三栖岩屋谷1483番地の15,,33.729903461415600,135.420495295909120,0739-34-3020,0739-22-6622,7170005006556,医療法人伸阿会,3072201811,,,30,https://www.kanon-potalaka.com/,,,,
303917,3072101011,和歌山県,みなべ町,特定施設入居者生活介護サービス付き高齢者向け住宅辻の郷,トクテイシセツニュウキョシャセイカツカイゴサービスツキコウレイシャムケジュウタクツジノサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県日高郡みなべ町東吉田282辻の郷,辻の郷,33.776220100000000,135.325066099999960,0739-34-2205,0739-34-2206,3170001014764,株式会社　仁,3072101011,,,30,https://care-net.biz/30/tujinosato/,,,,
304042,3072401395,和歌山県,上富田町,サービス付き高齢者向け住宅ハイツ六木山,サービスツキコウレイシャムケジュウタクハイツロクボクサン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,和歌山県西牟婁郡上富田町南紀の台66-61,,33.697516000000000,135.409157000000000,0739-47-1117,0739-47-1147,8170005003486,医療法人紀祥会,3072401395,,,34,,,,,
312011,3170101616,鳥取県,鳥取市,オパール特定施設入居者生活介護事業所,オパールトクテイシセツニュウキョシャセイカツカイゴジギョウショ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,鳥取県鳥取市雲山４７５番地,,35.474874600000000,134.237755900000020,0857-25-5240,0857-25-5188,4270002002765,とっとり福祉マンション有限会社,3170101616,,,30,http://www.t-fukushi.co.jp,,,,
312011,3170104230,鳥取県,鳥取市,ともいきの杜樗谿,トモイキノモリオウチダニ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,鳥取県鳥取市上町19-1,,35.498775207287764,134.241407491401670,0857-20-1235,0857-20-0366,4270001000563,株式会社エヌケーシー,3170104230,,,0,https://nkc-tomoiki.com/,,,,
312029,3170201325,鳥取県,米子市,特定施設入居者生活介護事業所アザレアコートこうほうえん,トクテイシセツニュウキョシャセイカツカイゴジギョウショアザレアコートコウホウエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,鳥取県米子市両三柳1400番地,,35.449914749509540,133.316257315344270,0859-24-3151,0859-24-3113,5270005003454,社会福祉法人こうほうえん,3170201325,,,114,http://www.kohoen.jp/,,,,
322016,3270102399,島根県,松江市,特定施設入居者生活介護　四十間堀　醫,トクテイシセツニュウキョシャセイカツカイゴ　シジュッケンボリ　クスシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,松江市内中原町295番地1,,35.472656100000000,133.046025099999950,0852-67-1111,0852-67-1110,9280005001115,医療法人社団回春会,3270102399,,,50,http://www.kaishunkai.com/kusushi/,,,,
322016,3270103983,島根県,松江市,サービス付き高齢者向け住宅　塩見縄手　醫,サービスツキコウレイシャムケジュウタク　シオミナワテクスシ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,島根県松江市北堀町14番地,,35.477525200000010,133.053263199999950,0852-25-1100,0852-25-1117,9280005001115,サービス付き高齢者向け住宅　塩見縄手　醫,3270103983,,,0,www.kaishunkai.con/shiomi/,,,,
322016,3270103587,島根県,松江市,介護付き有料老人ホーム　椿貴,カイゴツキユウリョウロウジンホーム　ツバキ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,島根県松江市千鳥町８４番地,,35.466072983354400,133.043155094016160,0852-67-6550,0852-67-6880,1270001004716,株式会社ノーブルライフ,3270103587,,,50,https://noblelife.co.jp/,,,,
322032,3270402393,島根県,出雲市,シニアコート平田町,シニアコートヒラタチョウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,島根県出雲市平田町7430番地,,35.438036200614100,132.825320257672160,0853-31-4622,0853-62-1181,5270001005685,株式会社シニアリビング・ネクスト,3270402393,,,0,"http://medicalcare-westjapan,jp/index.php",,,,
322032,3270402096,島根県,出雲市,特定施設入居者生活介護　　　ヴィラ湖水苑,トクテイシセツニュウキョシャセイカツカイゴ　　ウ゛ィラコスイエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,島根県出雲市湖陵町差海318－１,,35.326976800000004,132.676277000000030,0853-43-3950,0853-43-3955,1280005003250,社会福祉法人壽光会,3270402096,,,40,http://jukokai.jp/,,,,
322059,3270500857,島根県,大田市,特定施設入居者生活介護ナーシングリハビリテラス「和かち逢う家」,トクテイシセツニュウキョシャセイカツカイゴ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,島根県大田市長久町長久ハ２４番地2,,35.199409300000000,132.487186000000000,0854-83-7100,0854-83-7088,8280005004738,社会医療法人仁寿会,3270500857,,,,http://www.ｋ－jinju.or.jp,,,,
331023,3370114526,岡山県,岡山市中区,麻姑の雅　国富,マコノミヤビクニトミ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岡山県岡山市中区国富792番地1,,34.666128800000000,133.942835400000030,0862013335,0862013336,9260001021894,株式会社ＭａＣＯ,3370114526,,,45,http://maco.co.jp,,,,
332020,3370208195,岡山県,倉敷市,グリーンハウス,グリーンハウス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岡山県倉敷市新田2780-1,,34.574950400000000,133.775934199999940,086-435-3555,086-435-3150,,有限会社サハール,3370208195,,,,http://sahall.jp,,,,
332020,3370208799,岡山県,倉敷市,ぐらんどがーでん,グランドガーデン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岡山県倉敷市南町1-12,,34.593581500000000,133.767033800000000,086-435-2234,086-435-2224,9260002016638,有限会社医療福祉研究所ヘイセイ,3370208799,,,,www.heisei.or.jp/related/grandgarden,,,,
332020,3370206462,岡山県,倉敷市,倉敷スイートレジデンス,クラシキスイートレジデンス,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,倉敷市中庄3542番1倉敷スイートタウン,倉敷スイートタウン,34.624248900000000,133.803700800000000,086-463-7555,086-463-3555,1260005003673,医療法人和香会,3370206462,,,50,http://www.sweet-town.jp,,,,
332054,3370501003,岡山県,笠岡市,PrinceCourt,プリンスコート,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,岡山県笠岡市神島5666-1,,34.462566971376300,133.525277761680430,0865-67-4000,0865-67-5300,1260005005001,社会福祉法人　天神会,3370501003,,,40,http://www.tenjinkai.org/,,,,
341045,3470212683,広島県,広島市西区,介護付有料老人ホーム　ヘルスケアホーム井口,カイゴツキユウリョウロウジンホーム　ヘルスケアホームイノクチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県広島市西区井口5丁目４－１５ヘルスケアホーム井口,ヘルスケアホーム井口,34.368048700000000,132.378069099999950,０８２－２７８－０５９０,０８２－２７８－０５０９,7240005010484,医療法人社団ひがしの会,3470212683,,,64,http://www.higashinokai.jp/,,,,
341061,3470109061,広島県,広島市安佐北区,介護付き有料老人ホーム　湯楽苑,カイゴツキユウリョウロウジンホーム　ユラクエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県広島市安佐北区安佐町飯室1563番地3,,34.550879800000000,132.445910499999970,082-835-3332,082-835-3331,7240002027011,有限会社　咲楽,3470109061,,,29,http://www.ykbs-group.jp/,,,,
342025,3470502711,広島県,呉市,特定施設入居者生活介護ふたばハイツ,トクテイシセツニュウキョシャセイカツカイゴフタバハイツ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,呉市広白石四丁目１番１１号高齢者複合福祉施設　ふたばの街,高齢者複合福祉施設　ふたばの街,34.225636300000000,132.639718600000040,0823-76-3315,0823-76-3316,8240005006143,医療法人社団和恒会,3470502711,,,70,http://www.wakokai.jp,,,,
342025,3470503321,広島県,呉市,特定施設入居者生活介護　ふたばハイツⅡ,トクテイシセツニュウキョシャセイカツカイゴ　フタバハイツ2,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,呉市広白石4丁目10番6号サービス付き高齢者向け住宅　ふたばハイツⅡ,サービス付き高齢者向け住宅　ふたばハイツⅡ,34.225653000000000,132.642140599999950,0823-76-3317,0823-76-3318,8240005006143,医療法人社団和恒会,3470503321,,,68,https://wakokai.jp/,,,,
342050,3471102073,広島県,尾道市,特定施設入居者生活介護　きららラポール西御所,トクテイシセツニュウキョシャセイカツカイゴ　キラララポールニシゴショ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県尾道市西御所町13番30号,,34.402743377874680,133.188373849073830,0848-21-4126,0848-21-3010,1240001038196,株式会社誠和,3471102073,,,125,https://www.kiraragroup.jp/,,,,
342076,3471507107,広島県,福山市,サービス付き高齢者向け住宅峰の里幸楽園,サービスツキコウレイシャムケジュウタクミネノサトコウラクエン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県福山市蔵王町7159番地14,,34.520558808515915,133.406088519959640,084-947-3726,084-947-3118,5240005007887,社会福祉法人宏喜会,3471507107,,,24,http://kourakuen.or.jp,,,,
342076,3471507826,広島県,福山市,サービス付き高齢者向け住宅　ロイヤルケア川口,サービスツキコウレイシャムケジュウタク　ロイヤルケアカワグチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県福山市川口町５丁目１３番１号,,34.463196122784000,133.380840022615070,084-957-6565,084-657-6566,1240005009301,社会福祉法人紅輝会,3471507826,,,0,https://www.kbk-group.or.jp/royalcare-kawaguchi/,,,,
342076,3471509269,広島県,福山市,湯の里倶楽部　福寿,ユノサトクラブ　フクジュ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県福山市神辺町大字新湯野２８番地１湯の里倶楽部　福寿,湯の里倶楽部　福寿,34.558888896673345,133.388515869243830,084-960-3530,084-963-2203,4240001036115,株式会社福寿会,3471509269,,,,http://www7b.biglobe.ne.jp/~smcnext/fukuju/index.html,,,,
342076,3471507651,広島県,福山市,サービス付き高齢者向け住宅　ロイヤルケア港町,サービスツキコウレイシャムケジュウタク　ロイヤルケアミナトマチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県福山市港町一丁目7番6号,,34.485494252091260,133.381359369311520,084-927-3710,084-927-3711,6240005007713,医療法人　紅萌会,3471507651,,,42,http://www.kbk-group.or.jp/,,,,
342076,3471507511,広島県,福山市,まり介護付高齢者住宅山南,マリカイゴツキコウレイシャジュウタクサンナ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県福山市沼隈町大字中山南１３８７番地,,34.417752272247380,133.321910399462470,０８４－９８８－１７６４,０８４－９８８－１７６５,3240005007294,社会医療法人　社団　沼南会,3471507511,,,0,http://shounankai.or.jp/,,,,
342076,3471509277,広島県,福山市,特定施設ガーデンハイツ秀,トクテイシセツガーデンハイツシュウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県福山市加茂町字中野314-3,,34.570565600000000,133.345228000000000,084-999-8851,084-959-4153,1240002045737,株式会社ファイブワン,3471509277,,,0,,,,,
342092,3471900823,広島県,三次市,サービス付き高齢者向け住宅　迦葉,サービスツキコウレイシャムケジュウタク　カショウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,三次市十日市東四丁目３番１０号,,34.804593500000000,132.861750900000060,0824-63-0301,0824-63-0302,3240005004639,医療法人微風会,3471900823,,,0,http://mifukai.jp/,,,,
342092,3471901185,広島県,三次市,サービス付き高齢者向け住宅　第二迦葉,サービスツキコウレイシャムケジュウタク　ダイニカショウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県三次市十日市東四丁目2番1号サービス付き高齢者向け住宅　第二迦葉,サービス付き高齢者向け住宅　第二迦葉,34.804658700000004,132.861545500000030,（0824）69-0007,（0824）69-0008,3240005004639,医療法人微風会,3471901185,,,40,http://mifukai.jp/,,,,
342114,3472300452,広島県,大竹市,コリーナ小方,コリーナオガタ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県大竹市小方ケ丘6番27号,,34.239949000000000,132.213079000000000,0827-59-1555,0827-59-1556,2240005007072,医療法人社団　いちご会,3472300452,,,0,https://collinaogata.com/,,,,
342122,3472502560,広島県,東広島市,シニアマンション造賀,シニアマンションゾウカ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県東広島市高屋町造賀734番地1,,34.483267100000000,132.760364500000040,082-430-2005,082-430-2012,7240005003612,社会福祉法人広島福祉会,3472502560,,,,http://www.zoukanosato.net/,,,,
342122,3472502651,広島県,東広島市,介護付有料老人ホーム　コミューン柏葉,カイゴツキユウリョウロウジンホーム　コミューンカシワバ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県東広島市西条昭和町12番57号介護付有料老人ホーム　コミューン柏葉,介護付有料老人ホーム　コミューン柏葉,34.424674474845446,132.742280852114840,0824263244,0824263245,7240005003604,医療法人社団光誠会,3472502651,,,54,http://ww35.tiki.ne.jp/~dentac/estate.html,,,,
342122,3472503147,広島県,東広島市,やすらぎの里,ヤスラギノサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県東広島市黒瀬町兼広160-1,,34.322376300000000,132.662522800000000,0823-82-8150,0823-82-8151,2240002028344,株式会社　ウェルケア,3472503147,,,,,,,,
342122,3472502610,広島県,東広島市,えにしの里,エニシノサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県東広島市西条町寺家7432番地の1えにしの里,えにしの里,34.422923830059080,132.728634622090140,082-430-5211,082-430-6211,6240005003596,医療法人好縁会,3472502610,,,0,http://koenkai-gr.jp/,,,,
342131,3472701881,広島県,廿日市市,ココファン廿日市,ココファンハツカイチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県廿日市市地御前1丁目3番28号,,34.343695900000000,132.322793800000000,0829-36-0500,0829-36-0501,3010701020722,株式会社学研ココファン,3472701881,,,0,https://www.cocofump.co.jp/,,,,
342131,3472701774,広島県,廿日市市,ヴィラひまわり,ビラヒマワリ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県廿日市市宮内字佐原田4211番地1,,34.339738800000000,132.298898800000000,0829‐30‐6073,0829‐38‐2303,8240005006837,医療法人みやうち,3472701774,,,30,http://www.miyauchi.or.jp/index.html,,,,
343072,3473101024,広島県,熊野町,介護付有料老人ホーム隣ご縁熊野,カイゴツキユウリョウロウジンホームリンゴエンクマノ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,広島県安芸郡熊野町川角3-1-46,,34.327207979599750,132.575793964942930,082-847-6255,082-847-5450,1240001043015,株式会社ＣＫＫサポート,3473101024,,,39,https://www.ckksp.co.jp/facilities/care_ringoen-kumano/#contentsmain,,,,
352110,3571100316,山口県,長門市,清風オリオン,セイフウオリオン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山口県長門市三隅中２８６番地,,34.360111400000000,131.259021200000000,0837-42-0088,0837-43-2219,4250005004612,清風会,3571100316,,,50,http://www.seifuu.or.jp/orion,,,,
352161,3571600836,山口県,山陽小野田市,介護付き有料老人ホームココフレ紫苑,カイゴツキユウリョウロウジンホーム　ココフレシオン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,山口県山陽小野田市新生3-3-27,,34.001591700000000,131.178904200000030,0836-39-1100,0836-39-1101,4250005003044,社会福祉法人健仁会,3571600836,,,40,,,,,
372013,3770110991,香川県,高松市,サービス付き高齢者向け住宅　アゼリア木太,サービスツキコウレイシャムケジュウタク　アゼリアキタ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県高松市木太町3429番地8,,34.327164919447654,134.077660825795000,087-899-2125,087-899-2126,1470005002456,鵜足津福祉会,3770110991,,,40,https://utazufukushikai.or.jp/,,,,
372013,3770108037,香川県,高松市,特定施設すずかけの径,トクテイシセツスズカケノミチ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県高松市上福岡町919-1-,-,34.326881200000000,134.067045600000030,087-873-2640,087-812-6022,2470005004559,社会福祉法人　瑞祥会,3770108037,,,62,http://www.shikoku.ne.jp/zuishou/,,,,
372013,3770110157,香川県,高松市,特定施設　花らんまん,トクテイシセツ　ハナランマン,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県高松市浜ノ町60番65号花らんまん,花らんまん,34.351401837310960,134.040443029499780,087-823-0087,087-823-0089,2470005004559,社会福祉法人　瑞祥会,3770110157,,,81,http://www.zuishou.net,,,,
372021,3770201733,香川県,丸亀市,サービス付き高齢者向け住宅アゼリア今津,サービスツキコウレイシャムケジュウタクアゼリアイマヅ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県丸亀市新田町172-1,,34.266842200000000,133.790318200000000,0877-85-8383,0877-85-8383,1470005002456,社会福祉法人鵜足津福祉会,3770201733,,,50,ｈｔｔｐ：//ｗｗｗ.utazufukushikai.or.jp,,,,
372056,3770500704,香川県,観音寺市,介護付高齢者住宅　おおとよ荘,カイゴツキコウレイシャジュウタク　オオトヨソウ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県観音寺市大野原町大野原7010番地,,34.073499013160810,133.665261603843670,0875-82-9660,0875-54-2257,2470005005607,大豊福祉会,3770500704,,,0,http://www.ootoyo.jp/,,,,
372064,3770601106,香川県,さぬき市,特定施設ライムライト,トクテイシセツライムライト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,志度2325-1,,34.316090999999990,134.174463000000060,087-894-8341,087-894-8351,2470005004559,社会福祉法人瑞祥会,3770601106,,,50,http://www.zuishou.net/,,,,
372081,3770800732,香川県,三豊市,サービス付き高齢者向け住宅太陽がいっぱい,サービスツキコウレイシャムケジュウタクタイヨウガイッパイ,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県三豊市詫間町詫間679番地41サービス付き高齢者向け住宅太陽がいっぱい,サービス付き高齢者向け住宅太陽がいっぱい,34.222234700000000,133.676968699999970,0875-83-8360,0875-83-8359,9470002017482,有限会社三恵会,3770800732,,,60,http://www.iwasaki.hp.or.jp,,,,
374041,3771601113,香川県,多度津町,特定施設入居者生活介護　せせらぎの郷,トクテイシセツニュウキョシャセイカツカイゴ　セセラギノサト,特定施設入居者生活介護（有料老人ホーム（サービス付き高齢者向け住宅））,香川県仲多度郡多度津町寿町2番17号,,34.270593699999990,133.758304400000040,0877-33-3010,0877-33-3012,9470005002416,医療法人社団　みどり会,3771601113,,,0,http://katouhp.net/,,,,
